URL,Status
https://www.facebook.com/,Good
https://www.youtube.com/watch?v=d25uznJ6yVk&list=RDd25uznJ6yVk&start_radio=1,Good
https://github.com/hoainhanpro/PharmacyProject/graphs/contributors,Good
